CWX,P33,Cochise County Airport,32.2460187,-109.89478388178297,4192,,America/Phoenix,CWX,US,Willcox,Arizona,Cochise County,AP
CXC,CXC,Chitina Airport,61.5833487,-144.4322008,547,,America/Anchorage,CXC,US,,,,AP
CXF,PACX,Coldfoot,67.25154445000001,-150.20423999491425,1108,,America/Anchorage,CXF,US,,,,AP
CXL,KCXL,International,32.666668,-115.51667,-6,http://calexico.ca.gov/index.php?option=com_content&task=blogcategory&id=77&Itemid=90,America/Los_Angeles,CXL,US,Calexico,California,Imperial County,AP
CXO,KCXO,Montgomery Co,30.316668,-95.45,226,https://web.archive.org/web/20160301220928/http://www.lonestarairport.org:80/,America/Chicago,CXO,US,Conroe,Texas,Montgomery County,AP
CYE,,Crystal Lake,41.210278,-75.83222,1843,,America/New_York,CYE,US,Georgetown,Pennsylvania,Luzerne County,AP
CYF,PACK,Chefornak Sea Plane Base,60.216667,-164.2,49,,America/Nome,CYF,US,,,,AP
CYM,05AA,Chatham SPB,57.5,-135.0,1174,,America/Sitka,CYM,US,,,,AP
CYS,KCYS,Cheyenne,41.1528709,-104.819273,6174,,America/Denver,CYS,US,,,,AP
CYT,PACY,Intermediate,60.08,-142.49445,19,,America/Anchorage,CYT,US,,,,AP
CZC,Z93,Copper Centre,61.966667,-145.3,994,,America/Anchorage,CZC,US,,,,AP
CZF,PACZ,Cape Romanzof,61.7803453,-166.04040401105107,383,,America/Nome,CZF,US,,,,AP
CZK,KCZK,Cascade Locks/Stevens,45.666668,-121.9,62,http://www.oregon.gov/Aviation/pages/warning.aspx#Cascade_Locks,America/Los_Angeles,CZK,US,Cascade Locks,Oregon,Hood River County,AP
CZN,CZN,Chisana Field,62.07083,-142.05,3261,,America/Anchorage,CZN,US,,,,AP
CZO,CZO,Chistochina,62.5636319,-144.669765,1952,,America/Anchorage,CZO,US,,,,AP
CZP,Z71,Cape Pole,55.9661111,-133.7966667,0,,America/Sitka,CZP,US,,,,AP
CZT,KCZT,Carrizo Springs,28.523977,-99.831245,629,,America/Chicago,CZT,US,Carrizo Springs,Texas,Dimmit County,AP
CZZ,,Campo,37.1,-102.583336,4314,,America/Los_Angeles,CZZ,US,Springfield,Colorado,Baca County,AP
DAA,KDAA,Davison AAF,37.5,-78.75,669,,America/New_York,DAA,US,Appomattox,Virginia,Appomattox County,AP
DAB,KDAB,Daytona Beach International Airport,29.181643899999997,-81.05426943447691,29,,America/New_York,DAB,US,Daytona Beach,Florida,Volusia County,AP
DAG,KDAG,Barstow-Daggett,34.25,-117.333336,4632,,America/Los_Angeles,DAG,US,Crestline,California,San Bernardino County,AP
DAL,KDAL,Dallas Love Field,32.8450229,-96.8498413,495,http://www.dallas-lovefield.com/,America/Chicago,DFW,US,University Park,Texas,Dallas County,AP
DAN,KDAN,Municipal,36.573055,-79.335,557,,America/New_York,DAN,US,Danville,Virginia,City of Danville,AP
DAY,KDAY,James M. Cox Dayton International Airport,39.905318699999995,-84.22024542480268,1010,,America/New_York,DAY,US,Vandalia,Ohio,Montgomery County,AP
DBN,KDBN,Municipal,32.561943,-82.986115,288,,America/New_York,DBN,US,Dublin,Georgia,Laurens County,AP
DBQ,KDBQ,Dubuque Municipal Airport,42.41,-90.71083,1066,,America/Chicago,DBQ,US,Dubuque,Iowa,Dubuque County,AP
DBS,U41,Dubois,44.166668,-112.23333,5114,,America/Boise,DBS,US,Dubois,Idaho,Clark County,AP
DCA,KDCA,Ronald Reagan National Airport,38.853436,-77.04346,52,http://www.flyreagan.com/dca/reagan-national-airport,America/New_York,WAS,US,,,,AP
DCK,DCK,Dahl Creek Airport,66.9441134,-156.9057329,219,,America/Anchorage,DCK,US,,,,AP
DCR,,Decatur Hi-Way,40.833332,-84.933334,790,,America/Indiana/Indianapolis,DCR,US,Decatur,Indiana,Adams County,AP
DCU,KDCU,Pyor,34.6,-86.98333,610,,America/Chicago,DCU,US,Decatur,Alabama,Morgan County,AP
DDC,KDDC,Dodge City Municipal Airport,37.7611827,-99.9657378,2582,,America/Chicago,DDC,US,Dodge City,Kansas,Ford County,AP
DEC,KDEC,Decatur Airport,39.83349835,-88.86199100508733,692,,America/Chicago,DEC,US,Long Creek,Illinois,Macon County,AP
DEH,KDEH,Municipal,43.3,-91.8,853,,America/Chicago,DEH,US,Decorah,Iowa,Winneshiek County,AP
DEN,KDEN,Denver International Airport,39.8606676,-104.68536732610298,5347,http://www.flydenver.com/,America/Denver,DEN,US,Lochbuie,Colorado,Weld County,AP
DEO,,Hyatt Regency Heliport,42.3,-83.166664,587,,America/Detroit,DEO,US,Melvindale,Michigan,Wayne County,AP
DET,KDET,Detroit City,42.4112358,-83.00852132166864,600,,America/Detroit,DTT,US,Hamtramck,Michigan,Wayne County,AP
DFI,KDFI,Memorial,41.283333,-84.36667,685,http://www.defiance-county.com/airport/index.html,America/New_York,DFI,US,Defiance,Ohio,Defiance County,AP
DFW,KDFW,Dallas/Fort Worth International Airport,32.89651945,-97.0465220537124,574,https://www.dfwairport.com/,America/Chicago,DFW,US,Grapevine,Texas,Tarrant County,AP
DGB,,Danger Bay,58.083332,-152.75,374,,America/Anchorage,DGB,US,,,,AP
DGL,KDGL,Douglas Municipal,31.35,-109.566666,3959,,America/Phoenix,DUG,US,,,,AP
DGN,KNDY,NAF,38.2,-88.683334,511,,America/New_York,DGN,US,Wayne City,Illinois,Wayne County,AP
DGW,KDGW,Converse County,42.75,-105.4,4786,,America/Denver,DGW,US,Douglas,Wyoming,Converse County,AP
DHB,,Deer Harbor,48.6209117,-123.0032063,0,,America/Los_Angeles,DHB,US,,,,AP
DHN,KDHN,Dothan Regional Airport,31.32003875,-85.44995912385775,324,,America/Chicago,DHN,US,Midland City,Alabama,Dale County,AP
DHT,KDHT,Dalhart,36.066666,-102.51667,3959,,America/Chicago,DHT,US,Dalhart,Texas,Dallam County,AP
DIK,KDIK,Dickinson Regional Airport,46.833332,-102.9,2506,http://dickinsonairport.com/,America/Boise,DIK,US,Dickinson,North Dakota,Stark County,AP
DIO,,Diomede Island,65.75,-168.95,141,,America/Nome,DIO,US,,,,AP
DJN,D66,Delta Junction,64.0488787,-145.7171901,1122,,America/Anchorage,DJN,US,,,,AP
DKK,KDKK,Dunkirk,42.483334,-79.333336,590,,America/New_York,DKK,US,Dunkirk,New York,Chautauqua County,AP
DLF,KDLF,Laughlin AFB,29.366667,-100.9,1007,http://www.laughlin.af.mil/,America/Chicago,DRT,US,Del Rio,Texas,Val Verde County,AP
DLG,PADL,Dillingham Airport,59.0433568,-158.5112028,75,,America/Anchorage,DLG,US,,,,AP
DLH,KDLH,Duluth International Airport,46.84183845,-92.20329684929376,1450,http://www.duluthairport.com/,America/Chicago,DLH,US,Hermantown,Minnesota,Saint Louis County,AP
DLL,KDLC,Dillon,34.416668,-79.36667,164,,America/New_York,DLL,US,Dillon,South Carolina,Dillon County,AP
DLN,KDLN,Dillon,45.216667,-112.63333,5091,,America/Denver,DLN,US,Dillon,Montana,Beaverhead County,AP
DLO,,Dolomi,55.122223,-132.05,0,,America/Sitka,DLO,US,,,,AP
DLS,KDLS,Columbia Gorge Regional/The Dalles Municipal Airport,45.6,-121.166664,85,http://www.columbiagorgeairport.com/,America/Los_Angeles,DLS,US,The Dalles,Oregon,Wasco County,AP
DMA,KDMA,Davis Monthan AFB,32.17079565,-110.86990239630313,2683,,America/Phoenix,TUS,US,Tucson,Arizona,Pima County,AP
DMN,KDMN,Deming,32.2623094,-107.7205839,4288,http://www.cityofdeming.org/deming-community/municipal-airport,America/Denver,DMN,US,Deming,New Mexico,Luna County,AP
DMO,KDMO,Sedalia,38.709028450000005,-93.1753328280421,885,http://ci.sedalia.mo.us/content/198/224/default.aspx,America/Chicago,DMO,US,Sedalia,Missouri,Pettis County,AP
DNE,,Dallas North Airport,32.75,-97.38333,656,,America/Chicago,DFW,US,Westworth,Texas,Tarrant County,AP
DNL,KDNL,Daniel Field,33.466667,-81.96667,127,http://www.augustaga.gov/index.aspx?NID=486,America/New_York,AGS,US,Augusta,Georgia,Richmond County,AP
DNN,KDNN,Municipal,34.766666,-84.96667,764,,America/New_York,DNN,US,,,,AP
DNS,KDNS,Municipal,42.016666,-95.35,1266,http://www.denisonia.com/community/airport.asp,America/Chicago,DNS,US,Denison,Iowa,Crawford County,AP
DNT,,Downtown Heliport,33.766666,-117.86667,78,,America/Los_Angeles,SNA,US,Santa Ana,California,Orange County,AP
DNV,KDNV,Vermilion County,40.2003859,-87.59618325590233,672,http://vrairport.com/,America/Chicago,DNV,US,Danville,Illinois,Vermilion County,AP
DOF,,Dora Bay,55.2125,-132.26666,0,,America/Sitka,DOF,US,,,,AP
DOV,KDOV,Dover AFB,39.128304799999995,-75.46791931717073,22,http://www.dover.af.mil/,America/New_York,DOV,US,Dover Base Housing,Delaware,Kent County,AP
DPA,KDPA,DuPage Airport,41.90513465,-88.25218333266092,731,http://www.dupageairport.com/,America/Chicago,CHI,US,Wayne,Illinois,DuPage County,AP
DPG,KDPG,Michael AAF,40.233334,-112.75,4908,,America/Denver,DPG,US,Grantsville,Utah,Tooele County,AP
DPK,,Deer Park,41.0,-73.53333,0,,America/New_York,DPK,US,Old Greenwich,Connecticut,Fairfield County,AP
DRA,KDRA,Desert Rock,36.666668,-115.96667,4261,,America/Los_Angeles,DRA,US,,,,AP
DRE,KDRM,Drummond Island,46.0096005,-83.7414303,666,,America/Detroit,DRE,US,,,,AP
DRF,3AK5,Drift River,60.5886111,-152.1619444,32,,America/Anchorage,DRF,US,,,,AP
DRG,PADE,Deering Airport,66.0685517,-162.7661743,45,,America/Nome,DRG,US,,,,AP
DRI,KDRI,Beauregard Parish,30.85,-93.28333,164,,America/Chicago,DRI,US,DeRidder,Louisiana,Beauregard Parish,AP
DRO,KDRO,Durango-La Plata County Airport,37.15284235,-107.7586059173994,6515,http://www.durangogov.org/airport/index.cfm,America/Denver,DRO,US,Bayfield,Colorado,La Plata County,AP
DRT,KDRT,Del Rio International Airport,29.333332,-100.97833,941,http://www.cityofdelrio.com/index.aspx?NID=412,America/Chicago,DRT,US,Ciudad Acuna,Coahuila,,AP
DRU,KDRU,Drummond,46.666668,-113.15,3930,,America/Denver,DRU,US,Philipsburg,Montana,Granite County,AP
DSI,KDTS,Destin-Fort Walton Beach Airport,30.383333,-86.5,22,http://www.flydts.com/,America/Chicago,DSI,US,Destin,Florida,Okaloosa County,AP
DSM,KDSM,Des Moines International Airport,41.534256,-93.65927182349738,941,http://www.dsmairport.com/,America/Chicago,DSM,US,Norwalk,Iowa,Warren County,AP
DSV,KDSV,Dansville,42.5670515,-77.7157342,610,http://dansville.lib.ny.us/govern/airport.html,America/New_York,DSV,US,Dansville,New York,Livingston County,AP
DTA,KDTA,Delta,39.38333,-112.5,4737,,America/Denver,DTA,US,Delta,Utah,Millard County,AP
DTH,,Death Valley,36.5,-117.0,629,,America/Los_Angeles,DTH,US,,,,AP
DTL,KDTL,Municipal,46.82639,-95.88611,1374,http://www.detroitlakesaviation.com/index.php?mod=homepage&Page=1,America/Chicago,DTL,US,Detroit Lakes,Minnesota,Becker County,AP
DTN,KDTN,Shreveport Downtown,32.54041615,-93.74500728259136,187,http://www.shreveportla.gov/airport/dtnairport.htm,America/Chicago,SHV,US,,,,AP
DTR,WN07,Decatur Island,48.5034859,-122.813495,39,,America/Los_Angeles,DTR,US,,,,AP
DTW,KDTW,Detroit Metropolitan Wayne County Airport,42.205699100000004,-83.35297537621658,636,http://www.metroairport.com/,America/Detroit,DTT,US,Romulus,Michigan,Wayne County,AP
DUA,KDUA,Eaker,33.983334,-96.416664,682,,America/Chicago,DUA,US,Durant,Oklahoma,Bryan County,AP
DUC,KDUC,Halliburton Field,34.4720262,-97.960035,1099,,America/Chicago,DUC,US,Duncan,Oklahoma,Stephens County,AP
DUF,7NC2,Pine Island Airport,36.25833,-75.78889,26,,America/New_York,DUF,US,Southern Shores,North Carolina,Dare County,AP
DUG,KDUG,Bisbee-Douglas International,31.46388645,-109.6048261340828,4091,http://www.azdot.gov/mpd/airport_development/airports/airports_list.asp?FAA=DUG,America/Phoenix,DUG,US,Pirtleville,Arizona,Cochise County,AP
DUJ,KDUJ,Du Bois-Jefferson County,41.178333,-78.89889,1784,,America/New_York,DUJ,US,Reynoldsville,Pennsylvania,Jefferson County,AP
DUT,PADU,Unalaska Airport,53.8966037,-166.5415409,16,,America/Nome,DUT,US,,,,AP
DVL,KDVL,Devils Lake Airport,48.1138202,-98.9072037,1361,http://www.devilslakeairport.com/,America/Chicago,DVL,US,Devils Lake,North Dakota,Ramsey County,AP
DVN,KDVN,Davenport,41.60892285,-90.58936777613083,734,http://www.cityofdavenportiowa.com/department/?fDD=47-0,America/Chicago,DVN,US,Eldridge,Iowa,Scott County,AP
DVT,KDVT,Phoenix Deer Valley Airport,33.68916925,-112.07980431803716,1450,http://deervalleyairport.com/,America/Phoenix,PHX,US,Glendale,Arizona,Maricopa County,AP
DWF,,Wright AFB,39.666668,-84.183334,879,,America/New_York,DAY,US,Kettering,Ohio,Montgomery County,AP
DWH,KDWH,David Wayne Hooks,29.75,-95.416664,78,http://www.hooksairport.com/,America/Chicago,HOU,US,,,,AP
DWN,,Downtown Airpark,35.45,-97.53333,1210,,America/Chicago,OKC,US,,,,AP
DWS,,Walt Disney World,28.4020746,-81.5722231,65,,America/New_York,ORL,US,Celebration,Florida,Osceola County,AP
DXE,KMBO,Bruce Campbell Field,32.4392835,-90.10313414239927,246,http://www.madisonthecity.com/airport,America/Chicago,DXE,US,Madison,Mississippi,Madison County,AP
DXR,KDXR,Danbury Municipal Airport,41.3721531,-73.48139626519684,433,,America/New_York,DXR,US,Danbury,Connecticut,Fairfield County,AP
DYL,KDYL,Doylestown,40.3332001,-75.1227001,400,http://www.doylestownairport.com/,America/New_York,DYL,US,Doylestown,Pennsylvania,Bucks County,AP
DYS,KDYS,Dyess AFB,32.466667,-99.71667,1715,http://www.dyess.af.mil/,America/Chicago,ABI,US,Abilene,Texas,Taylor County,AP
EAA,PAEG,Eagle,64.77788825,-141.14893514397033,895,,America/Anchorage,EAA,US,,,,AP
EAN,KEAN,Phifer Field,42.05,-104.96667,4783,,America/Denver,EAN,US,Wheatland,Wyoming,Platte County,AP
EAR,KEAR,Kearney Regional Airport,40.726652200000004,-99.00166250001115,2106,,America/Chicago,EAR,US,Kearney,Nebraska,Buffalo County,AP
EAT,KEAT,Pangborn Field,47.399723,-120.20778,1210,http://www.pangbornairport.com/,America/Los_Angeles,EAT,US,East Wenatchee Bench,Washington,Douglas County,AP
EAU,KEAU,Eau Claire Airport,44.8689683,-91.4855007489738,895,,America/Chicago,EAU,US,Lake Hallie,Wisconsin,Chippewa County,AP
EBR,,Downtown,30.45,-91.183334,82,,America/Chicago,BTR,US,Port Allen,Louisiana,West Baton Rouge Parish,AP
EBS,KEBS,Municipal,42.466667,-93.816666,1056,,America/Chicago,EBS,US,Webster City,Iowa,Hamilton County,AP
ECA,,Emmet County Airport,44.266666,-83.48333,574,http://www.us23heritageroute.org/location.asp?ait=av&aid=839,America/Detroit,ECA,US,East Tawas,Michigan,Iosco County,AP
ECG,KECG,Elizabeth City,36.2605734,-76.17204983902565,26,http://www.ecgairport.com/,America/New_York,ECG,US,Camden,North Carolina,Camden County,AP
ECP,KECP,NW Florida Beaches Int,30.357803,-85.79892,55,http://iflybeaches.com,America/Chicago,PFN,US,Laguna Beach,Florida,Bay County,AP
ECS,KECS,Mondell,43.833332,-104.183334,4386,,America/Denver,ECS,US,Newcastle,Wyoming,Weston County,AP
EDA,,Edna Bay,55.949259,-133.6632433,0,,America/Nome,EDA,US,,,,AP
EDE,KEDE,Municipal,36.066666,-76.65,29,,America/New_York,EDE,US,Edenton,North Carolina,Chowan County,AP
EDF,PAED,Elmendorf AFB,61.25323915,-149.80818022420294,200,,America/Anchorage,ANC,US,,,,AP
EDG,,Weide AAF,39.465668,-76.360916,246,,America/New_York,EDG,US,Joppatowne,Maryland,Harford County,AP
EDK,KEQA,El Dorado,37.816666,-96.86667,1338,http://www.eldoks.com/Airport%20Cover.html,America/Chicago,EDK,US,El Dorado,Kansas,Butler County,AP
EDN,UHWE,Enterprise Muni Airport,31.2997,-85.8998,377,,America/Chicago,EDN,US,,,,AP
EDW,KEDW,Edwards AFB,35.0,-117.916664,2368,,America/Los_Angeles,EDW,US,North Edwards,California,Kern County,AP
EED,KEED,Needles,34.85,-114.61667,482,http://cms.sbcounty.gov/airports/Airports/Needles.aspx,America/Los_Angeles,EED,US,Needles,California,San Bernardino County,AP
EEK,PAEE,Eek Airport,60.21367395,-162.04395780488488,32,,America/Nome,EEK,US,,,,AP
EEN,KEEN,Dillant-Hopkins,42.8946227,-72.26985656446831,449,,America/New_York,EEN,US,Swanzey,New Hampshire,Cheshire County,AP
EFB,,Eight Fathom Bight,58.0,-135.73334,0,,America/Juneau,EFB,US,,,,AP
EFD,KEFD,Ellington Field,29.6,-95.15,32,,America/Chicago,HOU,US,Webster,Texas,Harris County,AP
EFK,KEFK,Newport,44.889442,-72.23,928,,America/New_York,EFK,US,,,,AP
EFO,,East Fork Airport,64.69277777,-164.276388,147,,America/Nome,EFO,US,,,,AP
EFW,KEFW,Municipal,42.016666,-94.38333,1049,http://cityofjeffersoniowa.org/depts-airport.php,America/Chicago,EFW,US,Jefferson,Iowa,Greene County,AP
EGE,KEGE,Eagle County Airport,39.63988,-106.91347,6525,http://www.eaglecounty.us/airport/,America/Denver,EGE,US,Gypsum,Colorado,Eagle County,AP
EGI,KEGI,Duke Field,30.483334,-86.5,59,http://www.919sow.afrc.af.mil/,America/Chicago,VPS,US,Valparaiso,Florida,Okaloosa County,AP
EGP,5T9,Maverick Co,28.702223,-100.48055,767,,America/Chicago,EGP,US,Las Quintas Fronterizas Colonia,Texas,Maverick County,AP
EGV,KEGV,Eagle River,45.92917,-89.26583,1660,http://www.erairport.com/,America/Chicago,EGV,US,Eagle River,Wisconsin,Vilas County,AP
EGX,PAII,Egegik Airport,58.1876085,-157.3757513,36,,America/Anchorage,EGX,US,,,,AP
EHM,PAEH,Cape Newenham,58.6463889,-162.0625,288,,America/Nome,EHM,US,,,,AP
EHT,,Rentschler,41.766666,-72.65,55,,America/New_York,EHT,US,,,,AP
EIL,PAEI,Eielson AFB,64.85,-147.71666,423,,America/Anchorage,FAI,US,,,,AP
EKA,KEKA,Murray Field,40.8034696,-124.11482473433841,26,,America/Los_Angeles,EKA,US,Myrtletown,California,Humboldt County,AP
EKI,KEKM,Municipal,41.72222,-85.992226,770,http://www.elkhartindiana.org/department/index.php?structureid=2,America/Indiana/Indianapolis,EKI,US,Simonton Lake,Indiana,Elkhart County,AP
EKN,KEKN,Elkins,38.889442,-79.85778,1942,http://www.elkinsairport.com/,America/New_York,EKN,US,Elkins,West Virginia,Randolph County,AP
EKO,KEKO,Elko Airport,40.82550195,-115.78801112941872,5032,,America/Los_Angeles,EKO,US,Elko,Nevada,Elko County,AP
EKX,KEKX,Elizabethtown,37.68889,-85.92778,767,http://www.ekxairport.com/,America/New_York,EKX,US,Elizabethtown,Kentucky,Hardin County,AP
ELA,KELA,Eagle Lake,29.5994056,-96.3224655,98,,America/Chicago,ELA,US,Eagle Lake,Texas,Colorado County,AP
ELD,KELD,South Arkansas Regional Airport,33.21626425,-92.81207560268578,236,,America/Chicago,ELD,US,El Dorado,Arkansas,Union County,AP
ELI,PFEL,Elim Airport,64.6187457,-162.2702575,101,,America/Nome,ELI,US,,,,AP
ELK,KELK,Municipal,35.416668,-99.416664,1981,http://www.elkcityairport.com/default.htm,America/Chicago,ELK,US,Elk City,Oklahoma,Beckham County,AP
ELM,KELM,Elmira Corning Regional Airport,42.1608441,-76.89199038453467,908,,America/New_York,ELM,US,Big Flats,New York,Chemung County,AP
ELN,KELN,Bowers Field,46.983334,-120.566666,1479,http://www.wsdot.wa.gov/aviation/AllStateAirports/Ellensburg_BowersField.htm,America/Los_Angeles,ELN,US,Ellensburg,Washington,Kittitas County,AP
ELP,KELP,El Paso International Airport,31.8092748,-106.36664263248113,3963,,America/Denver,ELP,US,Fort Bliss,Texas,El Paso County,AP
ELV,PAEL,Elfin Cove SPB,58.183334,-136.31667,1630,,America/Juneau,ELV,US,,,,AP
ELW,,Ellamar,60.9,-146.23334,1525,,America/Anchorage,ELW,US,,,,AP
ELY,KELY,Yelland,39.301945,-114.84194,6236,,America/Los_Angeles,ELY,US,Ely,Nevada,White Pine County,AP
ELZ,KELZ,Municipal,42.11667,-77.95,1509,,America/New_York,ELZ,US,Wellsville,New York,Allegany County,AP
EMB,,Embarkadero,37.62528,-122.375,42,,America/Los_Angeles,SFO,US,,,,AP
EMK,PAEM,Emmonak Airport,62.7772076,-164.4944494,32,,America/Nome,EMK,US,,,,AP
EMM,KEMM,Kemerer,41.783333,-110.55,6994,,America/Denver,EMM,US,Kemmerer,Wyoming,Lincoln County,AP
EMP,KEMP,Emporia,38.3294305,-96.19042974069536,1194,http://visitors.emporia-kansas.gov/index.php/emporia-municipal-airport,America/Chicago,EMP,US,Emporia,Kansas,Lyon County,AP
EMT,KEMT,El Monte,34.083332,-118.03333,275,http://www.americanairports.com/Locations/EMTElMonteAirportCA.aspx,America/Los_Angeles,EMT,US,El Monte,California,Los Angeles County,AP
ENA,PAEN,Kenai Municipal Airport,60.5706167,-151.2472795,78,,America/Anchorage,ENA,US,Kenai,Alaska,Kenai Peninsula Borough,AP
END,KEND,Vance AFB,36.4,-97.88333,1266,http://www.vance.af.mil/,America/Chicago,WDG,US,,,,AP
ENL,KENL,Municipal,38.516666,-89.13333,511,,America/Chicago,ENL,US,Centralia,Illinois,Marion County,AP
ENN,PANN,Municipal,64.566666,-149.11667,351,,America/Anchorage,ENN,US,,,,AP
ENV,KENV,Wendover,40.7181504,-114.02685346878005,4209,,America/Denver,ENV,US,Wendover,Utah,Tooele County,AP
ENW,KENW,Kenosha Regional Airport,42.583332,-87.816666,583,http://www.kenosha.org/departments/airport/,America/Chicago,ENW,US,Kenosha,Wisconsin,Kenosha County,AP
EOK,KEOK,Keokuk,40.459676,-91.42688362865425,643,http://www.cityofkeokuk.org/airport.html,America/Chicago,EOK,US,Keokuk,Iowa,Lee County,AP
EOS,,Neosho,36.86667,-94.36667,1056,,America/Chicago,EOS,US,Neosho,Missouri,Newton County,AP
EPG,NE69,Browns,40.86667,-96.13333,1204,,America/Chicago,EPG,US,Weeping Water,Nebraska,Cass County,AP
EPH,KEPH,Ephrata,47.3063398,-119.51545,1230,http://www.portofephrata.com/index.htmlA,America/Los_Angeles,EPH,US,Ephrata,Washington,Grant County,AP
ERI,KERI,Erie International Airport,42.0847174,-80.17440312485985,705,,America/New_York,ERI,US,Fairview,Pennsylvania,Erie County,AP
ERR,KERR,Errol,44.7925657,-71.16424469007605,1230,http://www.nh.gov/dot/org/aerorailtransit/aeronautics/sasp/airports/errol.htm,America/New_York,ERR,US,Milan,New Hampshire,Coos County,AP
ERV,KERV,Kerrville,30.05,-99.13333,1692,http://www.co.kerr.tx.us/airport/,America/Chicago,ERV,US,Kerrville,Texas,Kerr County,AP
ESC,KESC,Delta County Airport,45.72455915,-87.08899328344751,577,,America/Detroit,ESC,US,Escanaba,Michigan,Delta County,AP
ESD,KORS,Orcas Island Airport,48.70740765,-122.9107622489896,22,http://www.portoforcas.com/,America/Los_Angeles,ESD,US,,,,AP
ESF,KESF,Esler Field,31.398927999999998,-92.29668575105151,98,http://www.alexandria-louisiana.com/esler-field-louisiana.htm,America/Chicago,AEX,US,Ball,Louisiana,Rapides Parish,AP
ESN,KESN,Easton,38.802776,-76.06778,45,http://eastonairport.com/,America/New_York,ESN,US,Easton,Maryland,Talbot County,AP
ESO,E14,Espanola,36.1,-106.03333,5803,,America/Denver,ESO,US,Ohkay Owingeh,New Mexico,Rio Arriba County,AP
ESP,KN53,Birchwood-Pocono,40.983334,-75.2,403,,America/New_York,ESP,US,Stroudsburg,Pennsylvania,Monroe County,AP
EST,KEST,Municipal,43.4,-94.833336,1325,,America/Chicago,EST,US,Estherville,Iowa,Emmet County,AP
ESW,KESW,State,47.233334,-121.183334,2385,http://www.wsdot.wa.gov/Public/Templates/Standard/DefaultTemplate.aspx?NRMODE=Published&NRNODEGUID=%7B3B856445-96DD-44E1-ABCE-2F,America/Los_Angeles,ESW,US,Cle Elum,Washington,Kittitas County,AP
ETB,KETB,West Bend,43.4203387,-88.12967944787047,869,http://www.ci.west-bend.wi.us/Airport/,America/Chicago,ETB,US,West Bend,Wisconsin,Washington County,AP
ETN,KETN,Municipal,32.38333,-98.833336,1469,,America/Chicago,ETN,US,Eastland,Texas,Eastland County,AP
ETS,KEDN,Municipal,31.316668,-85.85,351,,America/Chicago,ETS,US,Enterprise,Alabama,Coffee County,AP
EUE,05U,Eureka,39.5,-115.916664,7614,,America/Los_Angeles,EUE,US,Eureka,Nevada,Eureka County,AP
EUF,KEUF,Weedon Field,31.9,-85.15,242,,America/Chicago,EUF,US,Eufaula,Alabama,Barbour County,AP
EUG,KEUG,Eugene Airport,44.123068149999995,-123.21390830141057,387,,America/Los_Angeles,EUG,US,Junction City,Oregon,Lane County,AP
EVA,4TE8,Landing Strip,30.35,-94.066666,75,,America/Chicago,EVA,US,Evadale,Texas,Jasper County,AP
EVM,KEVM,Eveleth,47.4281731,-92.5060179,1387,,America/Chicago,EVM,US,Eveleth,Minnesota,Saint Louis County,AP
EVV,KEVV,Evansville Regional Airport,38.04188775,-87.5296839642167,377,,America/Chicago,EVV,US,Melody Hill,Indiana,Vanderburgh County,AP
EVW,KEVW,Evanston,41.266666,-110.96667,6765,,America/Denver,EVW,US,Evanston,Wyoming,Uinta County,AP
EWB,KEWB,New Bedford Airport,41.6765725,-70.95929008264703,62,,America/New_York,EWB,US,New Bedford,Massachusetts,Bristol County,AP
EWD,,Wildman Lake,56.45639,-159.76222,36,,America/Anchorage,EWD,US,,,,AP
EWK,KEWK,City-County,38.033333,-97.36667,1456,http://www.newtonkansas.com/index.aspx?page=40,America/Chicago,EWK,US,Newton,Kansas,Harvey County,AP
EWN,KEWN,Coastal Carolina Regional Airport,35.070979949999995,-77.039500540912,29,,America/New_York,EWN,US,James City,North Carolina,Craven County,AP
EWR,KEWR,Newark Liberty International Airport,40.68906405,-74.17725485035348,49,http://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,America/New_York,NYC,US,Elizabeth,New Jersey,Union County,AP
EXI,,SPB,58.420834,-135.44722,22,,America/Juneau,EXI,US,,,,AP
EYR,O43,Yerington,39.0,-119.25,5721,http://www.yerington.net/index.aspx?nid=86,America/Los_Angeles,EYR,US,Yerington,Nevada,Lyon County,AP
EYW,KEYW,Key West International Airport,24.5554773,-81.75961603475078,16,,America/New_York,EYW,US,Stock Island,Florida,Monroe County,AP
FAF,KFAF,Felker AAF,37.166668,-76.6,114,,America/New_York,FAF,US,,,,AP
FAI,PAFA,Fairbanks International Airport,64.81761,-147.86784231862563,442,,America/Anchorage,FAI,US,,,,AP
FAK,2Z6,False Island,57.5324682,-135.2132601,0,,America/Sitka,FAK,US,,,,AP
FAL,,Falcon State,26.583332,-99.13333,328,,America/Chicago,FAL,US,Nueva Ciudad Guerrero,Tamaulipas,,AP
FAM,KFAM,Regional,37.780834,-90.42167,925,http://farmington-mo.gov/airport.cfm,America/Chicago,FAM,US,Farmington,Missouri,Saint Francois County,AP
FAR,KFAR,Hector International Airport,46.9208925,-96.81448802996968,813,http://www.fargoairport.com/,America/Chicago,FAR,US,Oakport,Minnesota,Clay County,AP
FAT,KFAT,Fresno Yosemite International Airport,36.776006,-119.71974456209355,285,https://flyfresno.com/,America/Los_Angeles,FAT,US,Sunnyside,California,Fresno County,AP
